,country_eng_nm,country_iso_alp2,country_nm,field,koreanwave_cn,written_year
260,Sudan,SD,수단,영화,수단에는 극장이 거의 없으며(카르툼에 1-2개 소규모 극장 소재)  이슬람 율법을 엄격히 적용하는 정책으로 인해 영화를 사전 검열하는 등 인프라가 매우 척박하다. 이처럼 수단에서 한국영화 상영이 사실상 어려운 상황이므로  인터넷이나 대사관에서 주관하는 영화제를 통해서만 한국 영화를 접할 수 있는 실정이다.,2019.0
261,Sudan,SD,수단,한식,수단의 수도 카르툼에 한국 식당이 한때 한 곳 있었으나 현재는 문을 닫아 수단인이 한식을 접할 수 있는 기회는 대사관에서 주최하는 음식 행사  또는 한국을포함한 아시아 국가 대사관들이 마련하는 음식 박람회뿐이다. 이러한 행사들에서한국 음식의 인기는 단연 높으나  이러한 행사를 자주 개최할 수가 없기 때문에수요에 비해 한식을 접할 수 있는 기회는 극히 한정되어 있는 실정이다. 특히  이슬람 문화는 술과 돼지고기를 금지하고 있고  수단의 혹서 사막기후로 인해 신선한 채소(무  배추  상추 등)를 구하기가 어려워 한식 홍보에 어려움도 크다.,2019.0
262,Sri Lanka,LK,스리랑카,한국어,스리랑카 국립 켈라니야대학의 한국어학과에서 약 200명의 학생이 한국어(문화)를 수강 중이다. 동 대학은 ‘한국학연구원’도 개설하였으며  세종학당 추가 신설도 추진 중이다. 아울러 콜롬보에는 세종학당이 1개 설치되어 있으며  캔디 등 다른 지역에도 세종학당을 설치를 추진 중이다. 스리랑카는 국가인증학력시험 G.C.E.(General Certificate of Education) O/L(Ordinary Level)의 제2외국어 과목으로 한국어를 채택하고 있다. 현재  중･고교에서 한국어를 제2외국어로 선정  교육하고 있는 학교는 약 70여개로 최근 증가하는 추세에 있다. 또한 페라데니아 대학  콜롬보 대학 등에서도 한국어 및 한국학을 정규 과목으로 신설하려 추진하고 있다.,2019.0
263,Sri Lanka,LK,스리랑카,방송,2009년에 우리 정부의 지원으로 스리랑카 국영 TV 방송사 ITN(Independent Television Network)에서 <풀하우스>  <가을동화>가 최초 방영되어 스리랑카 젊은이들의 많은 사랑을 받았다.(’15년에 재방영) 2012년도에도 우리 정부의 지원으로 스리랑카 최대 국영 TV 방송사인 루파바히니(Rupavahini Corporation)에서 2012년 10월부터 2013년 2월까지 78회에 걸쳐 매주 월~금요일 황금 시간대에 <대장금>을 방영했는데  스리랑카어(싱할라)로 더빙된 <대장금>은 계층과 세대를 불문하고 높은 인기를 얻으면서 스리랑카에 우리나라 문화에 대한 관심을 증폭시키는 계기를 마련해 주었다. 가족들이 <대장금>을 시청에 몰두하느라 일을 마치고 귀가한 가장들이 홀대받았다는 우스갯소리도 있고  학생들이 “장금이”의 인사법을 따라하는가 하면  어린 학생들이 <대장금> 주제가를 스리랑카어로 부르는 등 화제가 만발했다. 이런 인기 덕분에 루파바히니 방송사는 우리 드라마 <동이>를 직접 구매하여 2013년 2월 중순부터 인기리에 방영하였다. 이는 스리랑카가 우리 드라마 콘텐츠를 수입한 첫 번째 사례이며 이후 <거상 김만덕>  <마의>  <이산>  <불의 여신정이>  <해를 품은 달>  <선덕여왕>  <기황후>를 주요시간대(18:30~19:30)에 방영하였으며  현재는 <대장금(수자타 디야니)>이 재방송되고 있고  또한 케이블 방송으로 한국의 TVN  KBS World 채널이 개설되어 있다. TV Derana 방송국의 인기 프로그램인 <Travel with Chatura>에서 2016.11월에서 2017.3월까지 한국 여행기를 방영하여 큰 인기를 얻은 바 있다.,2019.0
264,Sri Lanka,LK,스리랑카,태권도,"1990년대 말 태권도 사범이 파견된 이래 스리랑카 내 태권도 보급이 지속적으로 확산되는 추세이다. 경찰  육･해･공군  초･중･고로 저변이 확대되었으며  현재 태권도 수련인구는 약 23 000명이다. 태권도 보급과 더불어 한국에 대한
관심이 높아졌고  각종 국제대회에서 좋은 성적을 거두면서 스리랑카 체육 분야에서 태권도의 위상이 제고되었다.
특히 2015년 제1회 대사배국기원컵태권도대회 이래 대사관은 국기원과 함께 매년 태권도대회를 개최하고 있으며  2019년 9월 1 500여명이 참석한 제 5회 대사배국기원컵태권도 대회도 성황리에 개최되었다.",2019.0
265,Sweden,SE,스웨덴,한국 드라마 및 영화,스웨덴인들이 한국드라마나 영화를 좋아하는 이유는 플롯이 흥미롭고 등장인물들의 연기가 뛰어나며 이야기 전개 과정에 담긴 유머 감각도 좋아하기 때문이라고 한다. 한국 영화는 스토리 전개가 매우 탄탄하며 장면의 화려함보다 등장인물의 감정 변화에 초점을 두고 있는 것이 특징이라고 한다. 이러한 이유로 스웨덴에서는 한국의 상업 영화보다는 작품성 있는 예술 영화가 영화 전문가와 팬들 사이에 더 잘 알려져 있는 편인데 특히 홍상수 감독과 김기덕 감독의 영화가마니아층을 갖고 있다. 이들의 영화가 인간의 본성에 대한 깊이 있는 성찰을 기반으로 하고 있다는 점에서 스웨덴의 영화 거장 잉마르 베르만(Ingmar Bergman 1918~2007)의 작품 성향과도 일맥상통하는 바가 있다고 할 수 있다.아울러 스웨덴에서도 영상 스트리밍 서비스업체인 ‘넷플릭스(Netflix)’의 이용자가 폭발적으로 늘어나면서 이 플랫폼을 통해 드라마  영화 등 한국의 방송･영상 콘텐츠를 접하는 스웨덴인들이 많아졌으며  최근 넷플릭스에 다수의 한국프로그램들이 추가되어 앞으로도 한국의 드라마와 영화에 대한 관심도가 꾸준히증가할 것으로 기대된다.,2019.0
266,Sweden,SE,스웨덴,한국 음악,스웨덴인들이 한국의 K-Pop을 좋아하는 이유는 유럽이나 미국의 팝송은 가수 개인의 음악성이이 강조되는 반면 K-Pop의 경우 가수 개인보다 팀 전체의조화를 강조하며  가수 개개인의 특성을 살리면서도 팀으로서의 일체감도 느낄수 있다는 큰 매력 때문이다.가사의 내용이 폭력적이지 않고  사랑이나 우정 등 젊은 층의 공감대를 얻을수 있는 내용이며  아이돌 가수의 용모가 뛰어나고 화려한 의상과 뛰어난 춤 솜씨로 완벽한 퍼포먼스를 보여준다는 점도 K-Pop의 매력이라 할 수 있다. 지난2012년 전세계를 휩쓴 싸이의 “강남스타일”이 현지의 한류 팬 뿐만 아니라 한국을 잘 모르는 스웨덴인들에게도 한국 음악에 대한 호기심을 심어주었고  이후다수의 아이돌 그룹들이 한류 팬들을 중심으로 현지에 소개되어 많은 사랑을 받고 있다. 특히  세계적으로 많은 인기를 누리고 있는 BTS  Black Pink와 같은그룹들은 스웨덴 국영 라디오와 방송에서도 수없이 소개되었으며  유투브와 인스타그램과 같은 다양한 온라인 플랫폼을 통해 한국에서 비교적 잘 알려지지 않은 그룹들도 스웨덴의 K-Pop 팬들에게 많은 관심을 받고 있다. 이와 더불어 자신들이 좋아하는 K-Pop 그룹의 노래와 춤을 배우고 따라하는 유료 댄스교실이나 동호회도 계속해서 증가하고 있다.,2019.0
267,Sweden,SE,스웨덴,한국 음식,스웨덴에서 한국 음식은 스톡홀름 소재 한국 식당들을 통해 알려지기 시작했는데 김치  불고기  비빔밥 등이 유명하다. 스웨덴인들은 한국 음식이 살이 찌지않고 건강에 이로운 요소가 많다고 평가하며  한국 음식을 맛본 사람들은 지속적으로 한국 음식을 찾는 경향이 있다. 특히 비빔밥이나 김치 같은 경우 한국 식당뿐만 아니라 일본 식당이나 중국 식당 등에서도 종종 등장하는 메뉴가 되었다. 더 나아가 한국음식을 다양하게 변형하여 퓨전음식으로 개발하거나  스웨덴음식에 한국적인 요소를 넣어 판매하는 식당들도 많은 인기를 누리고 있다.또한 최근에는 한국에서도 붐이 일고 있는 다양한 ‘먹방’이 현지에서 관심을끌면서 유투브를 통해 일부러 한국의 ‘먹방’을 시청하며 댓글을 달기도 하고  인터넷으로 요리법을 찾아 한국음식을 직접 만들기도 하는 등 한식에 대한 관심이나날이 커지고 있는 추세이다.,2019.0
268,Sweden,SE,스웨덴,K-뷰티,최근 한류의 바람을 타고 한국 드라마나 아이돌들을 통해 한국 뷰티제품을 접하면서 관심이 부쩍 늘어나  올렌스(Åhléns)와 같은 대형 백화점 체인에 K뷰티 상품 코너가 개설되는 등 인기가 날로 높아지고 있다. 그중에서도 사용이 쉽고 종류가 다양한 마스크팩이 단연 인기가 있으며  글로벌 패션 브랜드인 H&M 매장이나 현지 메이크업 판매 체인 등 다양한 상점에서 손쉽게 한국 뷰티 제품을 찾아볼 수 있다.,2019.0
269,Swiss,CH,스위스,한식과 한국문화,한식(불고기  비빔밥  잡채)등을 좋아하고 이에 따라 한국어에 대한 관심이 높아짐에 따라 한국에 관심이 있는 현지인들의 동호회 Asamco 혹은 개인적으로토요한글학교 현지인반 등을 통해 한국어를 배우고자 하는 사람들이 늘어나고K-Pop 동호회원들을 중심으로 한국어 학습 분위기가 일고 있다. 제네바의K-Pop 동호인들은 스위스 내보다는 프랑스 한류의 영향을 많이 받고 있어 최근 파리에서 유행하고 있는 K-Cosmetic 역시 제네바에서 서서히 인기를 끌고있다,2019.0
270,Swiss,CH,스위스,K-Pop,인터넷 YouTube를 통해 소개되고 공유되고 있으며 제네바 지역을 중심으로 2010년도에 발족한 동호회 ‘Fullmoon Entertainment’를 중심으로 여러 K-Pop 동호회가 활동하고 있다. Fullmoon Entertainment의 경우 1년에 3-4 차례 카페나 디스코텍을 임차해 K-Pop 나이트 페스티벌을 개최하는 등 200여 명의 회원들이 K-Pop을 즐기고 있다. 최근 취리히 지역을 중심으로 K-POP 관 련 동호회들이 결성되어 자체적으로 여러 행사를 개최하고 있다.,2019.0
271,Swiss,CH,스위스,가장 인기 있는 한류,K-Pop 그룹 방탄소년단(BTS)  EXO  Big Bang  트와이스가 유명하다. 당지 K-Pop 을 즐기는 연령층은 주로 18-26세에 몰려 있으며 이들은 한때 세계적으로 유행한 강남스타일이나 젠틀맨 류의 노래보다는 방탄소년단  EXO  BigBang  트와이스의 최신 히트곡을 즐겨 듣는 등 한국의 최신유행을 따라가는 경향을 보인다.,2019.0
272,Spain,ES,스페인,뷰티,"스페인 사람들은 주로 젊은 층을 중심으로 한국인 못지않게 뷰티에 관심이 많다. 특히 스페인 한류 팬들은 한국의 K-Pop 가수나 드라마  영화 등에 나오는 연예인들의 패션과 화장법에 관심이 많다. 주스페인대사관 한국문화원이 2019년 6월 개최한 ‘K-Beauty 쇼케이스’ 행사에는 국내기업 20개사와 현지화장품 바이어 및 유통업체 약 20개사가 참가한 것을 비롯해  글로벌 패션잡지보그(Vogue)  통신사 Europa Press  뉴스포털 엘 콘피덴시알(ElConfidencial) 등 유력 언론사 기자와 뷰티 업계종사자  일반 시민 200여명이몰려들어 K-뷰티에 대한 열띤 관심을 보였다. 보그(Vogue)는 2019년 5월자 기사를 통해 ‘뷰티 마니아라면 누구나  화장품 시장에서 한국 제품이 최고라는 데동의할 것’이라고 보도하기도 했다.
스페인 뷰티 전문가 아나벨 바즈케즈(Anabel Vazquez)는 스페인 내 K-뷰티인기가 비단 어제 오늘 일은 아니며  다수의 한국 화장품 브랜드가 현지 주요 유통기업을 통해 판매되고 있고 또 제품력이 입소문을 타는 것과 더불어  K-Pop등 한류가 상승세를 지속하고 있기 때문에 당분간 K-뷰티 붐이 지속될 것이라고 전망했다.
엘 문도(El Mundo) 및 엘 파이스(El Pais) 등 주재국 주요 언론은 최근 우리나라 화장품에 대해서 △가격 대비 우수한 품질 △참신한 디자인 △천연 원료사용 등의 측면에서 강점을 가지고 있다고 평가하였으며  스페인 화장품 수입시장에서 한국 제품은 전체 11위(비EU 국가 중 3위)를 차지하고 있다.
또한 K-Pop에서 시작된 한류 열풍에 더불어  동양인들이 더 오랫동안 젊음을 유지한다는 유럽인들의 인식까지 합쳐져 한국 화장품에 대한 관심이 계속 높아지고 있으며  세포라 등 일반 약국에서 한국 화장품 코너가 마련된 것을 어렵지 않게 볼 수 있다.",2019.0
273,Spain,ES,스페인,한국어,"마드리드  바르셀로나  말라가  살라망카 등 스페인 전역에 걸쳐 대학기관  세종학당 및 EOI(공립 외국어학원) 등에서 한국어 강좌가 실시되고 있다. 세종학당은 현재 마드리드  바르셀로나 및 라스 팔마스에 개설되어 있다. 사설 어학원의 경우 스페인 전역에 약 20개소가 존재하며  한국어 강좌를 확대 개설하고 있는 추세이다.

∙ 주스페인대사관 한국문화원 세종학당(수강 : 291명) / 2019년 기준
∙ 마드리드 꼼쁠루뗀세대학교 한국어 강좌(수강 : 55명) / 2019년 기준
∙ 마드리드자치대학교 한국어 강좌(수강 : 62명) / 2019년 기준
∙ 바르셀로나자치대학교 한국어(부전공)(학생 : 47명) / 2019년 기준
∙ 바르셀로나 세종학당(학생 : 157명) / 2019년 기준
∙ 바르셀로나 EOI(Escuela Oficial de Idiomas)(수강 : 204명) / 2019년 기준
∙ 말라가대학교 한국학과(전공)(학생 : 200명) / 2019년 기준
∙ 살라망카대학교 한국학과(전공)(학생 : 103명) / 2019년 기준
∙ 라스팔마스 세종학당(수강 : 55명) / 2019년 기준
∙ 라스팔마스 한글학교 외국인반(수강 : 53명) / 2019년 기준

스페인 온라인 매체 ‘Los 40’는 2019년 7월 기사를 통해 “이전에 팝송을 들으며 영어를 배웠듯이  K-팝을 통해 한국어를 배우려는 스페인 한류 애호가들급증하고 있다.”라고 소개하기도 했다.",2019.0
274,Spain,ES,스페인,K-Pop,"2011년 스페인에서 최초로 K-Pop 그룹 비스트와 JYJ의 공연이 성공적으로 개최된 이후 스페인 팬들의 수가 크게 증가하고 있으며  전 세계를 강타한 가수 싸이의 강남스타일 열풍으로 K-Pop에 대한 관심이 높아졌다. 2012년부터는 수도 마드리드에서 K-Pop 커버 경연대회가 한국문화원 주관 하에 매년 개최되 고 있으며  매 경연대회마다 참가 신청자들의 수가 지속 증가해 2019년에는 마 드리드  발렌시아  세비야  무르시아 등 스페인 전역에서 총 191팀이 참가하여 2018년 대비 무려 80%의 증가율을 기록하기도 했다. 경연대회 관람객 역시 약 1000여 명 이상의 사상 최대 관객이 몰려 스페인 내 K-Pop 팬들의 열기를 실 감할 수 있었다. 또한 경연당일 스페인 최대 일간지 엘 파이스(El Pais)가 현장 취재 뒤 특집 보도하였으며  스페인 대표 공영방송 RTVE의 청소년 타겟 채널 PlayZ는 경연대회를 온라인 생중계하며 일종의 청소년 문화로서의 K-Pop이 스페인 10대 팬들에게 끼치고 있는 긍정적인 영향에 대해 보도하였다. 그밖에 스페인 내 한국문화 동호회가 개최하는 여러 중･소규모의 경연대회 및 커버댄스 에도 많은 참가자들이 모이는 등 계속해서 K-Pop과 한류 팬의 수가 늘어나고 있다. 
주스페인대사관 한국문화원이 2018년 12월 스페인 현지시민 714명을 대상 으로 자체 여론조사를 실시한 결과  스페인 내 K-Pop의 대중화 단계에 대한질 문에 ①시작기(20.1%) ②성장기(72.7%)  ③성숙기(5.7%)  ④후퇴기(1.4%)라고  응답하며  대다수가 현지 내 K-Pop이 성장 단계에 있다고 인식하는 것으로 나타났다.",2019.0
275,Spain,ES,스페인,방송,"아직까지 스페인 정규 채널에 방송된 드라마나 예능 프로그램은 없다. 그러나 2016년 처음으로 한국과 스페인 공동제작 프로그램인 “지구 반대편 낯선 여행 가”(Dos extraños y un destino)가 한국과 스페인 케이블 채널에 방영되면서 호평을 받기도 했다. 
최근 넷플릭스  HBO 등 한국 콘텐츠를 접할 수 있는 창구가 다원화되면서  다양한 연령층의 스페인 관객들이 한국문화를 접할 수 있게 되었고  <킹덤>  <시그널> 등 완성도 높은 한국 콘텐츠들이 스페인 안방극장에 상륙해  호평을 받고 입소문을 타면서 ‘Made in Korea’에 대한 신뢰와 기대치가 고조된 상태 이다. 또한 스페인 현지 언론 ‘엘 디아리오(El Diario)’는 2019년 9월 ‘교두보가 되고 싶은 열정’ 기사를 통해  한국 영상 콘텐츠 소비와 관련해  스페인 현지 한 류 팬들이 자발적으로 K-드라마 등 영상 콘텐츠에 대한 무료 번역 서비스를 제 공하며 한류 콘텐츠 확산에 기여하는 현상을 부각 보도하기도 했다. 
최근 현지 주요일간지 아베세(ABC)를 포함한 주요 언론에서 여러 차례 세계 적으로 큰 반향을 일으키고 있는 K-드라마에 대한 특집을 연이어 마련하는 등  한국 드라마 콘텐츠에 대한 우호적인 여론이 형성되고 있으며  한국문화원이 2018년 5월 스페인 현지시민 628명을 대상으로 한국드라마 시청동기 및 행태 에 대한 온라인 여론조사를 실시한 결과  한국드라마와 관련해 가장 중요한 시청 요인으로 ①탄탄한 시나리오(49.2%) ②출연진(22.5%) ③장르(21.3%)라고 응답하였으며  가장 좋아하는 한국드라마 장르는 ①장르복합(33.3%)  ②로맨스 (30.1%)  ③역사물(9.6%)라고 응답한 바 있다. 
카를로스 3세 대학(Universidad Carlos III)의 콘셉시온 카스카호사 (Conecepcion Carcajosa) 교수는 한국 TV 드라마의 성공 요인으로 “정부 차원에서의 지원  정제되고 ‘건전한’ 표현  그리고 시즌제가 아닌 미니시리즈 형식 으로 인한 수출의 용이성” 등을 꼽았다. 또한 최근 스페인 미디어 채널들이 현지 청소년 시청자 층을 확보하기 위한 킬링 콘텐츠로서 한류에 주목하고 있다.",2019.0
276,Spain,ES,스페인,영화,"산세바스티안 국제영화제  시체스 국제 판타스틱 영화제  마드리드 여성영화제 등 스페인 유수 영화제에 한국 작품이 매년 초청되어 꾸준히 소개되고 있다.
또한 2019년 봉준호 감독이 칸 국제영화제에서 황금종려상을 수상함에 따라 스페인 ‘엘 파이스(El Pais)’  ‘엘 문도(El Mundo)’ 등 주요 언론들이 관련 소식을 비중있게 보도했으며  주스페인대사관은 영화 <기생충>의 스페인 개봉 계기 주요 인사를 초청한 시사회를 개최한 바 있다.
2018년의 경우  제66회 산세바스티안 영화제에서 임순례 감독의 ‘리틀 포레스트’  김지운 감독의 ‘인랑’이 상영되었으며  제51회 시체스 국제 판타스틱 영화제에서는 김용화 감독의 ‘신과함께’ 2부작  이창동 감독의 ‘버닝’ 등 총 10개의 작품이 상영되기도 했다. 이외에도 바야돌리드  빌바오  히혼 등의 국제영화제에는 여러 편의 한국영화가 참여하는가 하면 한국 유명 감독의 회고전이 개최되기도 한다.
더욱이 영상콘텐츠를 스트리밍으로 감상하는 Netflix  Filmin 등의 서비스가 확대되어 더욱 많은 한국영화를 온라인에서 접할 수 있게 되었다.
주스페인대사관 한국문화원은 한국영화의 다양성을 알리기 위해 ‘인디&다큐한국영화제’를 기획하여 한국의 다큐멘터리를 소개하는 한편  작품성과 대중성을 갖춘 최신 상업영화를 홍보할 목적으로 ‘스페인 한국영화제’를 개최해오고있다. 또한 마드리드뿐만 아니라 안달루시아  엑스트레마두라  빌바오 등 다수지방자치단체 및 주요 문화기관과 협력하여 한국영화상영회 등을 개최하며  한국영화를 스페인 전역에 알리기 위한 노력을 전개하고 있다.
이외에도 주스페인대사관 한국문화원은 스페인 마드리드에 스페인어권 중남미 국가의 유럽지역 담당 특파원 대부분이 상주하고 있음을 고려해  스페인 소재 중남미 국가 공관들과 함께 영화상영회를 추진하여 한국영화를 스페인 뿐 아니라  중남미 전역  그리고 스페인에 거주하는 중남미 국가 이민자들에게 전파하려는 목적 하에 ‘한국중남미 영화상영회’를 개최하고 있다.",2019.0
277,Spain,ES,스페인,한식,"스페인 본토의 경우 한국 식당이 마드리드와 바르셀로나에 각각 20여 곳 정도로 점차 증가하고 있으며  카나리아지역에도 일본 음식점을 포함해 6개 정도가 성황 중이다. 한식에 대한 인식은 아직 낮은 편이나  주스페인한국문화원에서는 특별 한식 행사 및 한식 강좌를 통해 한국의 맛을 지속적으로 전파 중에있다.
일부 한국 식당은 현지인들의 입맛에 맞추어 퓨전화되어 있기도 한데  특히 올해 초 스페인 유명 레스토랑 엘불리(El Bulli)  무가리츠(Mugaritz)에서 총 7년의 견습 기간을 거친 한인 요리사 ‘루크 장’이 마드리드 시내 중심부에 한식기반 퓨전 레스토랑 ‘루크 레스토랑’를 개업하여 스페인 미식 평론가들의 호평을 받은 바 있다.
한편 스페인 주요 일간지 ‘엘 문도(El Mundo)’는 2018년 11월 “한국에 비만이 거의 없는 이유” 제하 기사를 1면 특집으로 지면 보도하며  2017년 OECD자료에 근거해  한국의 비만율이 5.3%로 미국과 멕시코 등 기타 국가들에 비해현저히 낮으며  이는 균형 잡힌 식습관과 약식동원 사상과 같은 한식의 철학에서 비롯된다고 분석하였다. 또한 한식이 일본 음식에 비해서는 맛이 강하고  중국 음식과 비교해서는 기름기가 적고 튀기는 정도도 덜하다며 비교 소개하였다.
주스페인대사관 한국문화원은 2019년 6월 한식페스티벌을 성황리에 개최하였으며  마드리드 한인회와 협력하여 ‘마드리드 한식당 지도’를 제작해  스페인시민들에게 인쇄 배포해 매우 큰 호응을 얻었고  한식에 대한 관심을 제고했다는 긍정 평가를 받았다.",2019.0
278,Spain,ES,스페인,스포츠,"스페인에서 태권도의 관심과 인기는 점차 증가하고 있다. 특히  2012 런던올림픽 태권도 종목에서 스페인의 호엘 선수가 금메달을  니콜라스  브리히테 선수가 각각 은메달을 차지함으로써 올림픽 대회에도 크게 관심이 없었던 스페인현지인들의 이목을 집중시켰다. 이후 2016년 리우 올림픽에서는 에바 칼보 선수가 은메달을  호엘 선수가 동메달을 획득하면서 스페인의 올림픽 효자 종목으로 거듭났다.
한편 스페인은 동계스포츠 저변이 넓지는 못하나 금번 2018 평창 올림픽에서 동계올림픽 역사상 26년 만에 최초로 남자 피켜스케이트 및 스노보드 종목에서 각각 동메달을 따는 쾌거를 이루었다.",2019.0
279,Spain,ES,스페인,한국 전통문화,"한국전통문화는 스페인 남녀노소를 가리지 않고 모두에게 인기가 많다. 전통음악 공연을 비롯해 문화강좌(한국화  한지공예  국악 등)  전통음식  전통놀이  한복등 스페인 문화와 매우 다르기 때문에 현지인들이 매우 신기해하고 좋아한다.
주스페인대사관 한국문화원은 2019년 4월  유네스코 마드리드위원회가 후원한 ‘한-스페인 전통음악의 만남: 판소리&플라멩코’ 공연을 성황리에 개최하였으며  당일 유네스코 마드리드위원회 관계자 및 스페인 문화체육부 다원문화국 고문관 등이 참석해 공연에 대해 호평했다. 
또한 스페인 플라멩코 전문매체 데플라멩코(De Flamenco)는 2019년 4월자 기사를 통해 “전통부터 현대까지 시대를 초월해 다문화주의의 정수를 관통하는 공연”이라고 평하며  마드리드 시청산하 라디오 채널 M21는 공연 참가 아티스트와의 심층 인터뷰를 특집 보도하는등 큰 관심을 보였다.또한 주스페인대사관 한국문화원은 2018년 12월 마드리드 소재 5대 문화예술기관으로 꼽히는 ‘마타데로 복합 문화센터(Matadero)’에서 ‘오천년 역사의한국 전통무용’ 제하 국가무형문화재 제97회 도살풀이춤 전수조교 양길순을 주축으로 구성된 ‘양길순 무용단’의 공연을 성황리에 개최한 바 있다. 당일 승무･교방 입춤･태평무･살풀이 등 명인들의 고품격 공연이 이어졌으며  추운 날씨에도 불구하고 공연장은 120석 만석을 이루었고  마타데로 복합 문화센터 공연 담당자 호세 에레로(J. Herrero)는 2018년 한 해 행사의 꽃으로 한국 전통 공연을 꼽기도 했다.",2019.0
280,Spain,ES,스페인,"공연, 미술 등","주스페인대사관 한국문화원은 우수한 한국 문화 예술 분야 중 스페인 국민들에게 가장 어필할 수 있는 한국 현대무용  한국인 클래식 음악가 등 을 일정기간동안 집중적으로 소개하는 노력을 전개하고 있다.
이러한 일환으로 스페인 대표 극작가 가르시아 로르카(F. G. Lorca)의 대표작 ｢피의 결혼｣을 동양미학적 관점으로 재해석한 한국 현대무용 <춤의 향기> 공연 등 스페인 관객들의 높은 관심을 유도하기 위해 한국과 스페인의 문화 접점을 부각한 한-스페인 문화 교류 공연을 추진하였다.
또한 최근 하엔 국제 피아노 콩쿠르  빌바오 국제 성악 콩쿠르 등 스페인 내유수 콩쿠르에서 한국 연주자들의 입상 소식이 끊이지 않는 가운데  K-클래식에 대한 기대감도 높게 형성되어 있다. 이에 주스페인대사관 한국문화원은2018년부터 ‘한국인 클래식 음악제’의 일환으로  첼리스트 우지연  피아니스 박재홍  피아니스트 손민수  피아니스트 임윤찬 등의 공연을 개최하며 현지언론과평단의 호평을 이끌어냈다.
한편  대학에서 가장 인기 있는 전공 중 하나가 미술사이며  문화유산이 풍부한 스페인의 특성상 역사나 미술에 대한 관심도나 상식이 높은 편이다. 또한 공공미술이나 크고 작은 갤러리들이 많아 일상에서 예술작품과의 접촉도가 상당히높다고 할 수 있다. 
주스페인대사관 한국문화원은 스페인 관람객을 대상으로 한국 미술을 보다효과적으로 홍보하기 위해  스페인 유명 갤러리와의 협력 하에 현지 대표작가와한국의 역량 있는 중견 또는 신진 작가가 함께하는 ‘한-스페인 교류전’을 개최해오고 있다. 2018년에는 스페인 미술계의 최대 거장인 라파엘 카노가르 작가와문화원 주최 공모전 당선 작가인 장재철 작가의 교류전을 개최하였으며  2019년에는 동양적 색채를 강조하는 빌바오 출신의 마리 푸리 작가와 라틴아메리카에서 미술관을 개관한 최초의 한국 작가로 알려진 김윤신 작가의 교류전을 개최하였다.
한편  폭발적 증가세에 있는 한국인 관광객들에 힘입어  바르셀로나 사그라다파밀리아 성당과 구엘 공원  마드리드 프라도 박물관  레이나 소피아 미술관 등스페인 주요 문화유산에 한국어 가이드가 제공되고 있다.",2019.0
281,Spain,ES,스페인,만화,스페인 사람들 역시 만화를 매우 좋아하며  특히 일본 망가와 미국 만화의 인기가 매우 높다. 마드리드  바르셀로나 등 대도시에서는 상/하반기에 걸쳐 미국 만화를 테마로 한 Heroes Comic-con  일본 망가를 주제로 한 Japan Weekend 등의 행사가 주기적으로 개최되고 있으며  이러한 행사 내에 들어선 한국 문화 관련 부스 혹은 한국 TV프로그램을 통해 한국 문화  웹툰 등을 접하면서 한국 웹툰에도 관심을 가지기 시작하였다.,2019.0
282,Slovakia,SK,슬로바키아,한국어,수도 브라티슬라바에 위치한 코메니우스 대학 동아시아학부에 2012년 한국학 전공 학사과정이 정식 개설되었으며  2016년에는 한국학 석사과정이 새롭게개설되었다. 현재 1기 학사졸업생을 배출한 후 2기와 3기 학생들이 재학 중이며  전체 학생 수는 42명이다. 그 외에도 일부 사설 어학원에서 일반인을 위한한국어 코스가 진행되는 등 한국 문화에 대한 관심의 증가로 한국어의 학습수요도 증가하고 있는 추세이다.,2019.0
283,Slovakia,SK,슬로바키아,K-Pop,대부분의 슬로바키아인들이 YouTube 동영상을 통해 K-Pop을 처음 접하며  많은 K-Pop 애호가들이 댄스그룹을 구성하여 활동하고 있다. 최근에는 K-Pop 댄스 교실도 운영을 시작하였다. BTS  BlackPink  몬스타엑스  TWICE 등의 아이돌이 인기가 많으며  이들의 음반을 구하기 위해 대사관으로 구입처를 묻는 경우도 있다. 2016년부터는 K-Pop 예선전이 수도 브라티슬라바에서 매년 개 최되고 있고  매번 젊은층의 뜨거운 관심을 받고 있다.,2019.0
284,Slovakia,SK,슬로바키아,태권도,슬로바키아 내 태권도 수련 인구는 약 700여 명으로  전국에 총 14개의 태권도장이 운영되고 있다. 슬로바키아 태권도 협회를 축으로 매년 5회 이상의 전국규모 이상의 태권도 대회가 개최되고 있다. 특히 매년 6월에 개최되는 “대한민국대사배 태권도 대회”는 10개국이상  5백여 명의 선수가 참가하는 대규모 국제대회이다.,2019.0
285,Slovakia,SK,슬로바키아,한식,수도 브라티슬라바  갈란타  질리나 등의 도시에 한국식당 및 한국식품점이운영되고 있어 슬로바키아인들이 한식 재료를 구해 한국음식을 요리하거나 한국식당에서 한식을 접해볼 기회가 다양해지고 있다. 대사관에서도 한식을 알리기위한 한식 시연회 등 다양한 행사를 개최하고 있다.,2019.0
